FIPS,State,County,FIR,FIP,P_Below,P_Between,Percent Above Threshold,Meal,Budget,Year,Total,White,Black,Native,Asian,Pacific,Other,Biracial,Region,Budget Per FIP
48097,TX,Cooke,0.168,6470,0.616,0.042,0.341,3.06,3495000,2014,41668.0,0.7593597004895843,0.02959105308630124,0.013199577613516367,0.007535758855716617,0.00047998464049150427,0.07626955937410003,0.11356436594028992,North,540.1854714064915
48097,TX,Cooke,0.167,6480,0.614,0.068,0.318,2.98,3459000,2015,41668.0,0.7593597004895843,0.02959105308630124,0.013199577613516367,0.007535758855716617,0.00047998464049150427,0.07626955937410003,0.11356436594028992,North,533.7962962962963
48097,TX,Cooke,0.163,6350,0.546,0.048,0.406,3.16,3433000,2016,41668.0,0.7593597004895843,0.02959105308630124,0.013199577613516367,0.007535758855716617,0.00047998464049150427,0.07626955937410003,0.11356436594028992,North,540.6299212598425
48097,TX,Cooke,0.156,6080,0.546,0.047,0.408,3.1,3219000,2017,41668.0,0.7593597004895843,0.02959105308630124,0.013199577613516367,0.007535758855716617,0.00047998464049150427,0.07626955937410003,0.11356436594028992,North,529.4407894736842
48097,TX,Cooke,0.148,5860,0.534,0.082,0.384,3.03,3002000,2018,41668.0,0.7593597004895843,0.02959105308630124,0.013199577613516367,0.007535758855716617,0.00047998464049150427,0.07626955937410003,0.11356436594028992,North,512.2866894197953
48097,TX,Cooke,0.147,5880,0.514,0.073,0.412,3.07,3084000,2019,41668.0,0.7593597004895843,0.02959105308630124,0.013199577613516367,0.007535758855716617,0.00047998464049150427,0.07626955937410003,0.11356436594028992,North,524.4897959183673
48099,TX,Coryell,0.191,14180,0.504,0.074,0.423,2.13,5198900,2010,83093.0,0.608101765491678,0.14870085326080415,0.008087323841960214,0.022986292467476202,0.013153935951283502,0.07765997135739473,0.1213098576294032,Central,366.6361071932299
48099,TX,Coryell,0.198,14870,0.524,0.099,0.378,2.23,5406010,2011,83093.0,0.608101765491678,0.14870085326080415,0.008087323841960214,0.022986292467476202,0.013153935951283502,0.07765997135739473,0.1213098576294032,Central,363.551445864156
48099,TX,Coryell,0.203,15340,0.512,0.098,0.39,2.3322921523157483,6266000,2012,83093.0,0.608101765491678,0.14870085326080415,0.008087323841960214,0.022986292467476202,0.013153935951283502,0.07765997135739473,0.1213098576294032,Central,408.47457627118644
48099,TX,Coryell,0.217,16460,0.515,0.085,0.399,2.46,7174000,2013,83093.0,0.608101765491678,0.14870085326080415,0.008087323841960214,0.022986292467476202,0.013153935951283502,0.07765997135739473,0.1213098576294032,Central,435.8444714459295
48099,TX,Coryell,0.206,15750,0.493,0.074,0.432,2.61,7253000,2014,83093.0,0.608101765491678,0.14870085326080415,0.008087323841960214,0.022986292467476202,0.013153935951283502,0.07765997135739473,0.1213098576294032,Central,460.5079365079365
48099,TX,Coryell,0.201,15290,0.536,0.09,0.375,2.7,7397000,2015,83093.0,0.608101765491678,0.14870085326080415,0.008087323841960214,0.022986292467476202,0.013153935951283502,0.07765997135739473,0.1213098576294032,Central,483.78024852845
48099,TX,Coryell,0.192,14510,0.533,0.058,0.409,2.89,7161000,2016,83093.0,0.608101765491678,0.14870085326080415,0.008087323841960214,0.022986292467476202,0.013153935951283502,0.07765997135739473,0.1213098576294032,Central,493.52170916609236
48099,TX,Coryell,0.183,13890,0.518,0.046,0.436,2.93,6944000,2017,83093.0,0.608101765491678,0.14870085326080415,0.008087323841960214,0.022986292467476202,0.013153935951283502,0.07765997135739473,0.1213098576294032,Central,499.92800575953925
48099,TX,Coryell,0.166,12530,0.537,0.051,0.412,2.68,5678000,2018,83093.0,0.608101765491678,0.14870085326080415,0.008087323841960214,0.022986292467476202,0.013153935951283502,0.07765997135739473,0.1213098576294032,Central,453.15243415802075
48099,TX,Coryell,0.163,12230,0.518,0.031,0.451,2.75,5746000,2019,83093.0,0.608101765491678,0.14870085326080415,0.008087323841960214,0.022986292467476202,0.013153935951283502,0.07765997135739473,0.1213098576294032,Central,469.8282910874898
48101,TX,Cottle,0.165,270,0.758,0.112,0.13,2.33,108290,2010,1380.0,0.7442028985507246,0.06956521739130435,0.0036231884057971015,0.0,0.0014492753623188406,0.08768115942028985,0.09347826086956522,Plains,401.0740740740741
48101,TX,Cottle,0.145,250,0.659,0.17,0.171,2.62,106780,2011,1380.0,0.7442028985507246,0.06956521739130435,0.0036231884057971015,0.0,0.0014492753623188406,0.08768115942028985,0.09347826086956522,Plains,427.12
48101,TX,Cottle,0.174,280,0.67,0.116,0.214,2.709979977111551,133000,2012,1380.0,0.7442028985507246,0.06956521739130435,0.0036231884057971015,0.0,0.0014492753623188406,0.08768115942028985,0.09347826086956522,Plains,475.0
48101,TX,Cottle,0.194,300,0.673,0.095,0.231,2.72,144000,2013,1380.0,0.7442028985507246,0.06956521739130435,0.0036231884057971015,0.0,0.0014492753623188406,0.08768115942028985,0.09347826086956522,Plains,480.0
48101,TX,Cottle,0.189,300,0.73,0.049,0.221,2.81,149000,2014,1380.0,0.7442028985507246,0.06956521739130435,0.0036231884057971015,0.0,0.0014492753623188406,0.08768115942028985,0.09347826086956522,Plains,496.6666666666667
48101,TX,Cottle,0.193,290,0.735,0.111,0.154,2.81,146000,2015,1380.0,0.7442028985507246,0.06956521739130435,0.0036231884057971015,0.0,0.0014492753623188406,0.08768115942028985,0.09347826086956522,Plains,503.44827586206895
48101,TX,Cottle,0.197,310,0.713,0.042,0.246,3.0,159000,2016,1380.0,0.7442028985507246,0.06956521739130435,0.0036231884057971015,0.0,0.0014492753623188406,0.08768115942028985,0.09347826086956522,Plains,512.9032258064516
48101,TX,Cottle,0.181,270,0.778,0.088,0.135,3.05,141000,2017,1380.0,0.7442028985507246,0.06956521739130435,0.0036231884057971015,0.0,0.0014492753623188406,0.08768115942028985,0.09347826086956522,Plains,522.2222222222222
48101,TX,Cottle,0.218,350,0.868,0.062,0.07,3.02,179000,2018,1380.0,0.7442028985507246,0.06956521739130435,0.0036231884057971015,0.0,0.0014492753623188406,0.08768115942028985,0.09347826086956522,Plains,511.42857142857144
48101,TX,Cottle,0.231,380,0.832,0.056,0.112,2.99,195000,2019,1380.0,0.7442028985507246,0.06956521739130435,0.0036231884057971015,0.0,0.0014492753623188406,0.08768115942028985,0.09347826086956522,Plains,513.1578947368421
48103,TX,Crane,0.162,670,0.582,0.14,0.278,2.84,327530,2010,4675.0,0.532192513368984,0.01647058823529412,0.007700534759358289,0.004705882352941176,0.0,0.19550802139037432,0.24342245989304812,West Central,488.85074626865674
48103,TX,Crane,0.151,640,0.636,0.039,0.325,2.4,250410,2011,4675.0,0.532192513368984,0.01647058823529412,0.007700534759358289,0.004705882352941176,0.0,0.19550802139037432,0.24342245989304812,West Central,391.265625
48103,TX,Crane,0.126,550,0.687,0.06,0.252,2.4691418097114353,238000,2012,4675.0,0.532192513368984,0.01647058823529412,0.007700534759358289,0.004705882352941176,0.0,0.19550802139037432,0.24342245989304812,West Central,432.72727272727275
48103,TX,Crane,0.11,490,0.666,0.08,0.254,2.55,221000,2013,4675.0,0.532192513368984,0.01647058823529412,0.007700534759358289,0.004705882352941176,0.0,0.19550802139037432,0.24342245989304812,West Central,451.0204081632653
48103,TX,Crane,0.093,430,0.567,0.078,0.354,2.65,201000,2014,4675.0,0.532192513368984,0.01647058823529412,0.007700534759358289,0.004705882352941176,0.0,0.19550802139037432,0.24342245989304812,West Central,467.4418604651163
48103,TX,Crane,0.085,400,0.654,0.078,0.267,2.75,197000,2015,4675.0,0.532192513368984,0.01647058823529412,0.007700534759358289,0.004705882352941176,0.0,0.19550802139037432,0.24342245989304812,West Central,492.5
48103,TX,Crane,0.092,450,0.582,0.135,0.283,2.85,220000,2016,4675.0,0.532192513368984,0.01647058823529412,0.007700534759358289,0.004705882352941176,0.0,0.19550802139037432,0.24342245989304812,West Central,488.8888888888889
48103,TX,Crane,0.084,410,0.615,0.087,0.298,2.91,204000,2017,4675.0,0.532192513368984,0.01647058823529412,0.007700534759358289,0.004705882352941176,0.0,0.19550802139037432,0.24342245989304812,West Central,497.5609756097561
48103,TX,Crane,0.086,420,0.658,0.203,0.139,2.93,208000,2018,4675.0,0.532192513368984,0.01647058823529412,0.007700534759358289,0.004705882352941176,0.0,0.19550802139037432,0.24342245989304812,West Central,495.23809523809524
48103,TX,Crane,0.083,400,0.844,0.156,0.0,2.93,200000,2019,4675.0,0.532192513368984,0.01647058823529412,0.007700534759358289,0.004705882352941176,0.0,0.19550802139037432,0.24342245989304812,West Central,500.0
48105,TX,Crockett,0.142,530,0.756,0.193,0.05,2.74,249970,2010,3098.0,0.6074887023886378,0.005810200129115558,0.009683666881859263,0.0032278889606197547,0.00032278889606197545,0.14557779212395094,0.2278889606197547,West Central,471.64150943396226
48105,TX,Crockett,0.153,570,0.68,0.074,0.246,2.22,206290,2011,3098.0,0.6074887023886378,0.005810200129115558,0.009683666881859263,0.0032278889606197547,0.00032278889606197545,0.14557779212395094,0.2278889606197547,West Central,361.9122807017544
48105,TX,Crockett,0.133,490,0.627,0.373,0.0,2.289912657019883,197000,2012,3098.0,0.6074887023886378,0.005810200129115558,0.009683666881859263,0.0032278889606197547,0.00032278889606197545,0.14557779212395094,0.2278889606197547,West Central,402.0408163265306
48105,TX,Crockett,0.106,410,0.597,0.001,0.402,2.32,168000,2013,3098.0,0.6074887023886378,0.005810200129115558,0.009683666881859263,0.0032278889606197547,0.00032278889606197545,0.14557779212395094,0.2278889606197547,West Central,409.7560975609756
48105,TX,Crockett,0.094,360,0.504,0.0,0.496,2.39,152000,2014,3098.0,0.6074887023886378,0.005810200129115558,0.009683666881859263,0.0032278889606197547,0.00032278889606197545,0.14557779212395094,0.2278889606197547,West Central,422.22222222222223
48105,TX,Crockett,0.091,340,0.517,0.0,0.483,2.43,148000,2015,3098.0,0.6074887023886378,0.005810200129115558,0.009683666881859263,0.0032278889606197547,0.00032278889606197545,0.14557779212395094,0.2278889606197547,West Central,435.29411764705884
48105,TX,Crockett,0.113,430,0.576,0.031,0.393,2.61,192000,2016,3098.0,0.6074887023886378,0.005810200129115558,0.009683666881859263,0.0032278889606197547,0.00032278889606197545,0.14557779212395094,0.2278889606197547,West Central,446.51162790697674
48105,TX,Crockett,0.099,380,0.572,0.066,0.362,2.62,170000,2017,3098.0,0.6074887023886378,0.005810200129115558,0.009683666881859263,0.0032278889606197547,0.00032278889606197545,0.14557779212395094,0.2278889606197547,West Central,447.36842105263156
48105,TX,Crockett,0.132,480,0.548,0.105,0.347,2.56,208000,2018,3098.0,0.6074887023886378,0.005810200129115558,0.009683666881859263,0.0032278889606197547,0.00032278889606197545,0.14557779212395094,0.2278889606197547,West Central,433.3333333333333
48105,TX,Crockett,0.124,430,0.551,0.095,0.354,2.59,190000,2019,3098.0,0.6074887023886378,0.005810200129115558,0.009683666881859263,0.0032278889606197547,0.00032278889606197545,0.14557779212395094,0.2278889606197547,West Central,441.86046511627904
48107,TX,Crosby,0.179,1110,0.754,0.109,0.137,2.72,519690,2010,5133.0,0.6345217221897526,0.029417494642509253,0.008182349503214495,0.0023378141437755697,0.0001948178453146308,0.17163452172218976,0.1537112799532437,Panhandle,468.18918918918916
48107,TX,Crosby,0.19,1160,0.825,0.054,0.121,2.63,497360,2011,5133.0,0.6345217221897526,0.029417494642509253,0.008182349503214495,0.0023378141437755697,0.0001948178453146308,0.17163452172218976,0.1537112799532437,Panhandle,428.7586206896552
48107,TX,Crosby,0.174,1060,0.887,0.025,0.089,2.57335383868356,478000,2012,5133.0,0.6345217221897526,0.029417494642509253,0.008182349503214495,0.0023378141437755697,0.0001948178453146308,0.17163452172218976,0.1537112799532437,Panhandle,450.9433962264151
48107,TX,Crosby,0.156,940,0.869,0.047,0.084,2.65,441000,2013,5133.0,0.6345217221897526,0.029417494642509253,0.008182349503214495,0.0023378141437755697,0.0001948178453146308,0.17163452172218976,0.1537112799532437,Panhandle,469.1489361702128
48107,TX,Crosby,0.142,860,0.847,0.042,0.111,2.78,421000,2014,5133.0,0.6345217221897526,0.029417494642509253,0.008182349503214495,0.0023378141437755697,0.0001948178453146308,0.17163452172218976,0.1537112799532437,Panhandle,489.5348837209302
48107,TX,Crosby,0.126,750,0.949,0.051,0.0,2.87,386000,2015,5133.0,0.6345217221897526,0.029417494642509253,0.008182349503214495,0.0023378141437755697,0.0001948178453146308,0.17163452172218976,0.1537112799532437,Panhandle,514.6666666666666
48107,TX,Crosby,0.12,720,0.883,0.04,0.077,2.9,357000,2016,5133.0,0.6345217221897526,0.029417494642509253,0.008182349503214495,0.0023378141437755697,0.0001948178453146308,0.17163452172218976,0.1537112799532437,Panhandle,495.8333333333333
48107,TX,Crosby,0.127,750,0.811,0.022,0.167,2.99,382000,2017,5133.0,0.6345217221897526,0.029417494642509253,0.008182349503214495,0.0023378141437755697,0.0001948178453146308,0.17163452172218976,0.1537112799532437,Panhandle,509.3333333333333
48107,TX,Crosby,0.168,980,0.862,0.069,0.069,3.05,506000,2018,5133.0,0.6345217221897526,0.029417494642509253,0.008182349503214495,0.0023378141437755697,0.0001948178453146308,0.17163452172218976,0.1537112799532437,Panhandle,516.3265306122449
48107,TX,Crosby,0.166,970,0.864,0.077,0.058,3.08,511000,2019,5133.0,0.6345217221897526,0.029417494642509253,0.008182349503214495,0.0023378141437755697,0.0001948178453146308,0.17163452172218976,0.1537112799532437,Panhandle,526.8041237113403
48109,TX,Culberson,0.152,380,0.8,0.125,0.075,3.06,200150,2010,2188.0,0.463436928702011,0.009597806215722121,0.011425959780621572,0.012797074954296161,0.0,0.23263254113345522,0.27010968921389394,Far West,526.7105263157895
48109,TX,Culberson,0.157,380,0.804,0.196,0.0,2.44,151160,2011,2188.0,0.463436928702011,0.009597806215722121,0.011425959780621572,0.012797074954296161,0.0,0.23263254113345522,0.27010968921389394,Far West,397.7894736842105
48109,TX,Culberson,0.137,330,0.856,0.144,0.0,2.4921373785273904,144000,2012,2188.0,0.463436928702011,0.009597806215722121,0.011425959780621572,0.012797074954296161,0.0,0.23263254113345522,0.27010968921389394,Far West,436.3636363636364
48109,TX,Culberson,0.106,250,0.971,0.029,0.0,2.61,115000,2013,2188.0,0.463436928702011,0.009597806215722121,0.011425959780621572,0.012797074954296161,0.0,0.23263254113345522,0.27010968921389394,Far West,460.0
48109,TX,Culberson,0.099,230,1.0,0.0,0.0,2.7,110000,2014,2188.0,0.463436928702011,0.009597806215722121,0.011425959780621572,0.012797074954296161,0.0,0.23263254113345522,0.27010968921389394,Far West,478.2608695652174
48109,TX,Culberson,0.085,190,1.0,0.0,0.0,2.77,94000,2015,2188.0,0.463436928702011,0.009597806215722121,0.011425959780621572,0.012797074954296161,0.0,0.23263254113345522,0.27010968921389394,Far West,494.7368421052632
48109,TX,Culberson,0.082,180,1.0,0.0,0.0,2.87,88000,2016,2188.0,0.463436928702011,0.009597806215722121,0.011425959780621572,0.012797074954296161,0.0,0.23263254113345522,0.27010968921389394,Far West,488.8888888888889
48109,TX,Culberson,0.106,240,0.996,0.004,0.0,2.9,119000,2017,2188.0,0.463436928702011,0.009597806215722121,0.011425959780621572,0.012797074954296161,0.0,0.23263254113345522,0.27010968921389394,Far West,495.8333333333333
48109,TX,Culberson,0.193,430,0.988,0.012,0.0,2.95,215000,2018,2188.0,0.463436928702011,0.009597806215722121,0.011425959780621572,0.012797074954296161,0.0,0.23263254113345522,0.27010968921389394,Far West,500.0
48109,TX,Culberson,0.19,420,0.944,0.035,0.021,2.95,212000,2019,2188.0,0.463436928702011,0.009597806215722121,0.011425959780621572,0.012797074954296161,0.0,0.23263254113345522,0.27010968921389394,Far West,504.76190476190476
48111,TX,Dallam,0.137,880,0.78,0.152,0.068,2.6,393830,2010,7115.0,0.5451862262825018,0.0106816584680253,0.017006324666198173,0.0018271257905832748,0.00042164441321152494,0.1870695713281799,0.23780744905130008,Panhandle,447.53409090909093
48111,TX,Dallam,0.136,900,0.819,0.165,0.016,2.45,359480,2011,7115.0,0.5451862262825018,0.0106816584680253,0.017006324666198173,0.0018271257905832748,0.00042164441321152494,0.1870695713281799,0.23780744905130008,Panhandle,399.4222222222222
48111,TX,Dallam,0.143,970,0.789,0.199,0.012,2.584702863041585,439000,2012,7115.0,0.5451862262825018,0.0106816584680253,0.017006324666198173,0.0018271257905832748,0.00042164441321152494,0.1870695713281799,0.23780744905130008,Panhandle,452.5773195876289
48111,TX,Dallam,0.151,1030,0.9,0.1,0.0,2.72,497000,2013,7115.0,0.5451862262825018,0.0106816584680253,0.017006324666198173,0.0018271257905832748,0.00042164441321152494,0.1870695713281799,0.23780744905130008,Panhandle,482.5242718446602
48111,TX,Dallam,0.139,970,0.823,0.113,0.064,2.76,472000,2014,7115.0,0.5451862262825018,0.0106816584680253,0.017006324666198173,0.0018271257905832748,0.00042164441321152494,0.1870695713281799,0.23780744905130008,Panhandle,486.5979381443299
48111,TX,Dallam,0.128,900,0.837,0.106,0.057,2.82,455000,2015,7115.0,0.5451862262825018,0.0106816584680253,0.017006324666198173,0.0018271257905832748,0.00042164441321152494,0.1870695713281799,0.23780744905130008,Panhandle,505.55555555555554
48111,TX,Dallam,0.125,880,0.825,0.074,0.101,2.87,432000,2016,7115.0,0.5451862262825018,0.0106816584680253,0.017006324666198173,0.0018271257905832748,0.00042164441321152494,0.1870695713281799,0.23780744905130008,Panhandle,490.90909090909093
48111,TX,Dallam,0.124,900,0.734,0.037,0.229,2.93,451000,2017,7115.0,0.5451862262825018,0.0106816584680253,0.017006324666198173,0.0018271257905832748,0.00042164441321152494,0.1870695713281799,0.23780744905130008,Panhandle,501.1111111111111
48111,TX,Dallam,0.13,940,0.604,0.102,0.294,2.89,459000,2018,7115.0,0.5451862262825018,0.0106816584680253,0.017006324666198173,0.0018271257905832748,0.00042164441321152494,0.1870695713281799,0.23780744905130008,Panhandle,488.29787234042556
48111,TX,Dallam,0.129,940,0.585,0.083,0.332,2.86,460000,2019,7115.0,0.5451862262825018,0.0106816584680253,0.017006324666198173,0.0018271257905832748,0.00042164441321152494,0.1870695713281799,0.23780744905130008,Panhandle,489.36170212765956
48113,TX,Dallas,0.196,455340,0.652,0.067,0.281,2.34,183403360,2010,2613539.0,0.35365188734509034,0.21969559283408435,0.012034639620835962,0.07006744494725352,0.0006565809808080155,0.18276367790953185,0.16113017636239596,North,402.78332674485
48113,TX,Dallas,0.206,484510,0.692,0.083,0.226,2.51,198260980,2011,2613539.0,0.35365188734509034,0.21969559283408435,0.012034639620835962,0.07006744494725352,0.0006565809808080155,0.18276367790953185,0.16113017636239596,North,409.19894326226495
48113,TX,Dallas,0.2,476540,0.709,0.066,0.224,2.5582732693701575,213512000,2012,2613539.0,0.35365188734509034,0.21969559283408435,0.012034639620835962,0.07006744494725352,0.0006565809808080155,0.18276367790953185,0.16113017636239596,North,448.0463339908507
48113,TX,Dallas,0.196,472170,0.718,0.069,0.213,2.73,228090000,2013,2613539.0,0.35365188734509034,0.21969559283408435,0.012034639620835962,0.07006744494725352,0.0006565809808080155,0.18276367790953185,0.16113017636239596,North,483.06753923375055
48113,TX,Dallas,0.193,473680,0.723,0.049,0.228,2.75,229892000,2014,2613539.0,0.35365188734509034,0.21969559283408435,0.012034639620835962,0.07006744494725352,0.0006565809808080155,0.18276367790953185,0.16113017636239596,North,485.3318696166188
48113,TX,Dallas,0.182,451950,0.744,0.072,0.184,2.78,225114000,2015,2613539.0,0.35365188734509034,0.21969559283408435,0.012034639620835962,0.07006744494725352,0.0006565809808080155,0.18276367790953185,0.16113017636239596,North,498.09492200464655
48113,TX,Dallas,0.176,442920,0.762,0.03,0.207,2.91,220463000,2016,2613539.0,0.35365188734509034,0.21969559283408435,0.012034639620835962,0.07006744494725352,0.0006565809808080155,0.18276367790953185,0.16113017636239596,North,497.7490291700533
48113,TX,Dallas,0.172,438830,0.737,0.026,0.237,2.88,215844000,2017,2613539.0,0.35365188734509034,0.21969559283408435,0.012034639620835962,0.07006744494725352,0.0006565809808080155,0.18276367790953185,0.16113017636239596,North,491.8624524303261
48113,TX,Dallas,0.151,391670,0.737,0.008,0.255,2.89,191617000,2018,2613539.0,0.35365188734509034,0.21969559283408435,0.012034639620835962,0.07006744494725352,0.0006565809808080155,0.18276367790953185,0.16113017636239596,North,489.2307299512345
48113,TX,Dallas,0.14,364840,0.736,0.264,0.0,2.99,186217000,2019,2613539.0,0.35365188734509034,0.21969559283408435,0.012034639620835962,0.07006744494725352,0.0006565809808080155,0.18276367790953185,0.16113017636239596,North,510.4073018309396
48115,TX,Dawson,0.174,2410,0.639,0.086,0.275,2.41,999750,2010,12456.0,0.6108702633269107,0.07217405266538214,0.00802825947334618,0.00449582530507386,0.0003211303789338471,0.14611432241490044,0.1579961464354528,West Central,414.83402489626553
48115,TX,Dawson,0.166,2290,0.619,0.051,0.331,2.5,933330,2011,12456.0,0.6108702633269107,0.07217405266538214,0.00802825947334618,0.00449582530507386,0.0003211303789338471,0.14611432241490044,0.1579961464354528,West Central,407.56768558951967
48115,TX,Dawson,0.153,2110,0.634,0.028,0.338,2.533634618356718,936000,2012,12456.0,0.6108702633269107,0.07217405266538214,0.00802825947334618,0.00449582530507386,0.0003211303789338471,0.14611432241490044,0.1579961464354528,West Central,443.6018957345972
48115,TX,Dawson,0.148,2040,0.638,0.039,0.323,2.6,939000,2013,12456.0,0.6108702633269107,0.07217405266538214,0.00802825947334618,0.00449582530507386,0.0003211303789338471,0.14611432241490044,0.1579961464354528,West Central,460.29411764705884
48115,TX,Dawson,0.131,1780,0.674,0.04,0.287,2.75,864000,2014,12456.0,0.6108702633269107,0.07217405266538214,0.00802825947334618,0.00449582530507386,0.0003211303789338471,0.14611432241490044,0.1579961464354528,West Central,485.39325842696627
48115,TX,Dawson,0.108,1460,0.741,0.055,0.204,2.87,751000,2015,12456.0,0.6108702633269107,0.07217405266538214,0.00802825947334618,0.00449582530507386,0.0003211303789338471,0.14611432241490044,0.1579961464354528,West Central,514.3835616438356
48115,TX,Dawson,0.11,1460,0.762,0.059,0.179,2.92,728000,2016,12456.0,0.6108702633269107,0.07217405266538214,0.00802825947334618,0.00449582530507386,0.0003211303789338471,0.14611432241490044,0.1579961464354528,West Central,498.63013698630135
48115,TX,Dawson,0.121,1590,0.722,0.02,0.259,2.99,812000,2017,12456.0,0.6108702633269107,0.07217405266538214,0.00802825947334618,0.00449582530507386,0.0003211303789338471,0.14611432241490044,0.1579961464354528,West Central,510.69182389937106
48115,TX,Dawson,0.171,2220,0.762,0.019,0.219,3.04,1142000,2018,12456.0,0.6108702633269107,0.07217405266538214,0.00802825947334618,0.00449582530507386,0.0003211303789338471,0.14611432241490044,0.1579961464354528,West Central,514.4144144144144
48115,TX,Dawson,0.185,2370,0.719,0.011,0.27,3.05,1238000,2019,12456.0,0.6108702633269107,0.07217405266538214,0.00802825947334618,0.00449582530507386,0.0003211303789338471,0.14611432241490044,0.1579961464354528,West Central,522.3628691983122
48117,TX,Deaf Smith,0.137,2620,0.829,0.171,0.0,2.36,1064310,2010,18583.0,0.48721950169509765,0.00936339665285476,0.010547274390572028,0.0033901953398267235,0.00016143787332508207,0.2423182478609482,0.24699994618737556,Panhandle,406.2251908396947
48117,TX,Deaf Smith,0.141,2720,0.839,0.034,0.127,2.58,1144060,2011,18583.0,0.48721950169509765,0.00936339665285476,0.010547274390572028,0.0033901953398267235,0.00016143787332508207,0.2423182478609482,0.24699994618737556,Panhandle,420.6102941176471
48117,TX,Deaf Smith,0.132,2550,0.888,0.017,0.095,2.6233999490841455,1172000,2012,18583.0,0.48721950169509765,0.00936339665285476,0.010547274390572028,0.0033901953398267235,0.00016143787332508207,0.2423182478609482,0.24699994618737556,Panhandle,459.6078431372549
48117,TX,Deaf Smith,0.113,2180,0.939,0.018,0.043,2.74,1058000,2013,18583.0,0.48721950169509765,0.00936339665285476,0.010547274390572028,0.0033901953398267235,0.00016143787332508207,0.2423182478609482,0.24699994618737556,Panhandle,485.3211009174312
48117,TX,Deaf Smith,0.098,1890,0.982,0.001,0.018,2.82,941000,2014,18583.0,0.48721950169509765,0.00936339665285476,0.010547274390572028,0.0033901953398267235,0.00016143787332508207,0.2423182478609482,0.24699994618737556,Panhandle,497.8835978835979
48117,TX,Deaf Smith,0.078,1510,1.0,0.0,0.0,2.88,779000,2015,18583.0,0.48721950169509765,0.00936339665285476,0.010547274390572028,0.0033901953398267235,0.00016143787332508207,0.2423182478609482,0.24699994618737556,Panhandle,515.8940397350993
48117,TX,Deaf Smith,0.074,1410,1.0,0.0,0.0,2.98,719000,2016,18583.0,0.48721950169509765,0.00936339665285476,0.010547274390572028,0.0033901953398267235,0.00016143787332508207,0.2423182478609482,0.24699994618737556,Panhandle,509.92907801418437
48117,TX,Deaf Smith,0.087,1650,0.856,0.024,0.12,3.03,852000,2017,18583.0,0.48721950169509765,0.00936339665285476,0.010547274390572028,0.0033901953398267235,0.00016143787332508207,0.2423182478609482,0.24699994618737556,Panhandle,516.3636363636364
48117,TX,Deaf Smith,0.128,2420,0.752,0.087,0.16,3.04,1246000,2018,18583.0,0.48721950169509765,0.00936339665285476,0.010547274390572028,0.0033901953398267235,0.00016143787332508207,0.2423182478609482,0.24699994618737556,Panhandle,514.8760330578513
48117,TX,Deaf Smith,0.127,2380,0.828,0.092,0.08,3.04,1236000,2019,18583.0,0.48721950169509765,0.00936339665285476,0.010547274390572028,0.0033901953398267235,0.00016143787332508207,0.2423182478609482,0.24699994618737556,Panhandle,519.3277310924369
48119,TX,Delta,0.192,1010,0.605,0.114,0.282,2.58,448540,2010,5230.0,0.8254302103250478,0.05965583173996176,0.009177820267686425,0.007074569789674952,0.0009560229445506692,0.02791586998087954,0.06978967495219886,Texarkana,444.0990099009901
48119,TX,Delta,0.179,930,0.675,0.165,0.159,2.54,385100,2011,5230.0,0.8254302103250478,0.05965583173996176,0.009177820267686425,0.007074569789674952,0.0009560229445506692,0.02791586998087954,0.06978967495219886,Texarkana,414.0860215053763
48119,TX,Delta,0.183,960,0.673,0.142,0.185,2.610864769095818,439000,2012,5230.0,0.8254302103250478,0.05965583173996176,0.009177820267686425,0.007074569789674952,0.0009560229445506692,0.02791586998087954,0.06978967495219886,Texarkana,457.2916666666667
48119,TX,Delta,0.203,1060,0.679,0.101,0.219,2.71,508000,2013,5230.0,0.8254302103250478,0.05965583173996176,0.009177820267686425,0.007074569789674952,0.0009560229445506692,0.02791586998087954,0.06978967495219886,Texarkana,479.24528301886795
48119,TX,Delta,0.205,1070,0.682,0.098,0.22,2.85,538000,2014,5230.0,0.8254302103250478,0.05965583173996176,0.009177820267686425,0.007074569789674952,0.0009560229445506692,0.02791586998087954,0.06978967495219886,Texarkana,502.803738317757
48119,TX,Delta,0.212,1110,0.68,0.09,0.23,2.68,534000,2015,5230.0,0.8254302103250478,0.05965583173996176,0.009177820267686425,0.007074569789674952,0.0009560229445506692,0.02791586998087954,0.06978967495219886,Texarkana,481.0810810810811
48119,TX,Delta,0.204,1070,0.679,0.058,0.263,2.74,501000,2016,5230.0,0.8254302103250478,0.05965583173996176,0.009177820267686425,0.007074569789674952,0.0009560229445506692,0.02791586998087954,0.06978967495219886,Texarkana,468.22429906542055
48119,TX,Delta,0.193,1000,0.623,0.038,0.339,2.73,466000,2017,5230.0,0.8254302103250478,0.05965583173996176,0.009177820267686425,0.007074569789674952,0.0009560229445506692,0.02791586998087954,0.06978967495219886,Texarkana,466.0
48119,TX,Delta,0.192,1000,0.598,0.052,0.35,2.76,467000,2018,5230.0,0.8254302103250478,0.05965583173996176,0.009177820267686425,0.007074569789674952,0.0009560229445506692,0.02791586998087954,0.06978967495219886,Texarkana,467.0
