FIPS,State,County,FIR,FIP,P_Below,P_Between,Percent Above Threshold,Meal,Budget,Year,Total,White,Black,Native,Asian,Pacific,Other,Biracial,Region,Budget Per FIP
48273,TX,Kleberg,0.13,4100,0.758,0.004,0.238,2.77,1935000,2017,31040.0,0.55625,0.036372422680412374,0.007925257731958762,0.026320876288659794,3.2216494845360825e-05,0.11958762886597939,0.2535115979381443,South,471.9512195121951
48273,TX,Kleberg,0.171,5360,0.775,0.049,0.176,2.86,2597000,2018,31040.0,0.55625,0.036372422680412374,0.007925257731958762,0.026320876288659794,3.2216494845360825e-05,0.11958762886597939,0.2535115979381443,South,484.5149253731343
48273,TX,Kleberg,0.174,5390,0.8,0.035,0.164,2.86,2638000,2019,31040.0,0.55625,0.036372422680412374,0.007925257731958762,0.026320876288659794,3.2216494845360825e-05,0.11958762886597939,0.2535115979381443,South,489.4248608534323
48275,TX,Knox,0.164,610,0.747,0.105,0.149,2.62,275100,2010,3353.0,0.7136892335222189,0.049209662988368624,0.0026841634357291978,0.007157769161944528,0.000894721145243066,0.13540113331345063,0.09096331643304503,Plains,450.9836065573771
48275,TX,Knox,0.17,630,0.761,0.144,0.094,2.71,278340,2011,3353.0,0.7136892335222189,0.049209662988368624,0.0026841634357291978,0.007157769161944528,0.000894721145243066,0.13540113331345063,0.09096331643304503,Plains,441.8095238095238
48275,TX,Knox,0.178,660,0.82,0.068,0.112,2.7131225331167497,314000,2012,3353.0,0.7136892335222189,0.049209662988368624,0.0026841634357291978,0.007157769161944528,0.000894721145243066,0.13540113331345063,0.09096331643304503,Plains,475.75757575757575
48275,TX,Knox,0.182,680,0.813,0.073,0.114,2.76,332000,2013,3353.0,0.7136892335222189,0.049209662988368624,0.0026841634357291978,0.007157769161944528,0.000894721145243066,0.13540113331345063,0.09096331643304503,Plains,488.2352941176471
48275,TX,Knox,0.162,610,0.76,0.067,0.173,2.74,295000,2014,3353.0,0.7136892335222189,0.049209662988368624,0.0026841634357291978,0.007157769161944528,0.000894721145243066,0.13540113331345063,0.09096331643304503,Plains,483.60655737704917
48275,TX,Knox,0.146,550,0.737,0.094,0.17,2.65,261000,2015,3353.0,0.7136892335222189,0.049209662988368624,0.0026841634357291978,0.007157769161944528,0.000894721145243066,0.13540113331345063,0.09096331643304503,Plains,474.54545454545456
48275,TX,Knox,0.14,530,0.723,0.03,0.247,2.78,252000,2016,3353.0,0.7136892335222189,0.049209662988368624,0.0026841634357291978,0.007157769161944528,0.000894721145243066,0.13540113331345063,0.09096331643304503,Plains,475.47169811320754
48275,TX,Knox,0.132,500,0.631,0.047,0.322,2.75,235000,2017,3353.0,0.7136892335222189,0.049209662988368624,0.0026841634357291978,0.007157769161944528,0.000894721145243066,0.13540113331345063,0.09096331643304503,Plains,470.0
48275,TX,Knox,0.153,570,0.716,0.072,0.212,2.81,271000,2018,3353.0,0.7136892335222189,0.049209662988368624,0.0026841634357291978,0.007157769161944528,0.000894721145243066,0.13540113331345063,0.09096331643304503,Plains,475.43859649122805
48275,TX,Knox,0.15,550,0.771,0.052,0.178,2.91,273000,2019,3353.0,0.7136892335222189,0.049209662988368624,0.0026841634357291978,0.007157769161944528,0.000894721145243066,0.13540113331345063,0.09096331643304503,Plains,496.3636363636364
48277,TX,Lamar,0.203,10040,0.62,0.069,0.312,2.35,4061230,2010,50088.0,0.7282981951764894,0.12869349944098388,0.01736942980354576,0.009603098546558058,0.0006388755789809935,0.03791327264015333,0.07748362881328862,Texarkana,404.5049800796813
48277,TX,Lamar,0.197,9800,0.628,0.12,0.252,2.53,4042100,2011,50088.0,0.7282981951764894,0.12869349944098388,0.01736942980354576,0.009603098546558058,0.0006388755789809935,0.03791327264015333,0.07748362881328862,Texarkana,412.4591836734694
48277,TX,Lamar,0.212,10520,0.651,0.101,0.248,2.615744716869424,4819000,2012,50088.0,0.7282981951764894,0.12869349944098388,0.01736942980354576,0.009603098546558058,0.0006388755789809935,0.03791327264015333,0.07748362881328862,Texarkana,458.07984790874525
48277,TX,Lamar,0.23,11440,0.679,0.08,0.241,2.72,5514000,2013,50088.0,0.7282981951764894,0.12869349944098388,0.01736942980354576,0.009603098546558058,0.0006388755789809935,0.03791327264015333,0.07748362881328862,Texarkana,481.993006993007
48277,TX,Lamar,0.223,11070,0.671,0.052,0.277,2.82,5516000,2014,50088.0,0.7282981951764894,0.12869349944098388,0.01736942980354576,0.009603098546558058,0.0006388755789809935,0.03791327264015333,0.07748362881328862,Texarkana,498.2836495031617
48277,TX,Lamar,0.221,10970,0.691,0.08,0.229,2.52,4960000,2015,50088.0,0.7282981951764894,0.12869349944098388,0.01736942980354576,0.009603098546558058,0.0006388755789809935,0.03791327264015333,0.07748362881328862,Texarkana,452.1422060164084
48277,TX,Lamar,0.216,10730,0.678,0.031,0.291,2.58,4727000,2016,50088.0,0.7282981951764894,0.12869349944098388,0.01736942980354576,0.009603098546558058,0.0006388755789809935,0.03791327264015333,0.07748362881328862,Texarkana,440.5405405405405
48277,TX,Lamar,0.202,9970,0.674,0.053,0.273,2.57,4366000,2017,50088.0,0.7282981951764894,0.12869349944098388,0.01736942980354576,0.009603098546558058,0.0006388755789809935,0.03791327264015333,0.07748362881328862,Texarkana,437.913741223671
48277,TX,Lamar,0.181,8970,0.668,0.063,0.269,2.63,3989000,2018,50088.0,0.7282981951764894,0.12869349944098388,0.01736942980354576,0.009603098546558058,0.0006388755789809935,0.03791327264015333,0.07748362881328862,Texarkana,444.7045707915273
48277,TX,Lamar,0.181,9000,0.647,0.043,0.31,2.68,4117000,2019,50088.0,0.7282981951764894,0.12869349944098388,0.01736942980354576,0.009603098546558058,0.0006388755789809935,0.03791327264015333,0.07748362881328862,Texarkana,457.44444444444446
48279,TX,Lamb,0.161,2270,0.927,0.073,0.0,2.57,1004190,2010,13045.0,0.5648907627443465,0.03472594863932541,0.00620927558451514,0.0008432349559218092,0.0013031812955155231,0.15868148715983135,0.23334610962054428,Panhandle,442.37444933920705
48279,TX,Lamb,0.161,2260,0.901,0.041,0.059,2.62,965320,2011,13045.0,0.5648907627443465,0.03472594863932541,0.00620927558451514,0.0008432349559218092,0.0013031812955155231,0.15868148715983135,0.23334610962054428,Panhandle,427.13274336283183
48279,TX,Lamb,0.164,2290,0.923,0.01,0.067,2.576374025072839,1033000,2012,13045.0,0.5648907627443465,0.03472594863932541,0.00620927558451514,0.0008432349559218092,0.0013031812955155231,0.15868148715983135,0.23334610962054428,Panhandle,451.09170305676855
48279,TX,Lamb,0.151,2100,0.882,0.035,0.083,2.65,984000,2013,13045.0,0.5648907627443465,0.03472594863932541,0.00620927558451514,0.0008432349559218092,0.0013031812955155231,0.15868148715983135,0.23334610962054428,Panhandle,468.57142857142856
48279,TX,Lamb,0.143,1990,0.921,0.025,0.054,2.77,972000,2014,13045.0,0.5648907627443465,0.03472594863932541,0.00620927558451514,0.0008432349559218092,0.0013031812955155231,0.15868148715983135,0.23334610962054428,Panhandle,488.4422110552764
48279,TX,Lamb,0.151,2070,0.922,0.033,0.045,2.86,1060000,2015,13045.0,0.5648907627443465,0.03472594863932541,0.00620927558451514,0.0008432349559218092,0.0013031812955155231,0.15868148715983135,0.23334610962054428,Panhandle,512.0772946859903
48279,TX,Lamb,0.132,1790,0.949,0.004,0.047,2.89,885000,2016,13045.0,0.5648907627443465,0.03472594863932541,0.00620927558451514,0.0008432349559218092,0.0013031812955155231,0.15868148715983135,0.23334610962054428,Panhandle,494.41340782122904
48279,TX,Lamb,0.13,1730,0.846,0.015,0.14,2.98,879000,2017,13045.0,0.5648907627443465,0.03472594863932541,0.00620927558451514,0.0008432349559218092,0.0013031812955155231,0.15868148715983135,0.23334610962054428,Panhandle,508.09248554913296
48279,TX,Lamb,0.169,2250,0.855,0.051,0.094,3.04,1156000,2018,13045.0,0.5648907627443465,0.03472594863932541,0.00620927558451514,0.0008432349559218092,0.0013031812955155231,0.15868148715983135,0.23334610962054428,Panhandle,513.7777777777778
48279,TX,Lamb,0.154,2020,0.855,0.041,0.104,3.07,1059000,2019,13045.0,0.5648907627443465,0.03472594863932541,0.00620927558451514,0.0008432349559218092,0.0013031812955155231,0.15868148715983135,0.23334610962054428,Panhandle,524.2574257425742
48281,TX,Lampasas,0.161,3170,0.581,0.072,0.347,2.27,1238630,2010,21627.0,0.7553983446617654,0.03426272714662228,0.010773570074443982,0.011652101539741989,0.003976510842927822,0.06209830304711703,0.12183844268738152,Central,390.73501577287067
48281,TX,Lampasas,0.154,3050,0.64,0.085,0.275,2.4,1193360,2011,21627.0,0.7553983446617654,0.03426272714662228,0.010773570074443982,0.011652101539741989,0.003976510842927822,0.06209830304711703,0.12183844268738152,Central,391.2655737704918
48281,TX,Lampasas,0.169,3350,0.668,0.068,0.265,2.531425660668939,1485000,2012,21627.0,0.7553983446617654,0.03426272714662228,0.010773570074443982,0.011652101539741989,0.003976510842927822,0.06209830304711703,0.12183844268738152,Central,443.2835820895522
48281,TX,Lampasas,0.184,3680,0.634,0.051,0.315,2.55,1658000,2013,21627.0,0.7553983446617654,0.03426272714662228,0.010773570074443982,0.011652101539741989,0.003976510842927822,0.06209830304711703,0.12183844268738152,Central,450.54347826086956
48281,TX,Lampasas,0.172,3440,0.607,0.034,0.359,2.63,1596000,2014,21627.0,0.7553983446617654,0.03426272714662228,0.010773570074443982,0.011652101539741989,0.003976510842927822,0.06209830304711703,0.12183844268738152,Central,463.95348837209303
48281,TX,Lampasas,0.167,3380,0.615,0.049,0.336,2.52,1528000,2015,21627.0,0.7553983446617654,0.03426272714662228,0.010773570074443982,0.011652101539741989,0.003976510842927822,0.06209830304711703,0.12183844268738152,Central,452.07100591715977
48281,TX,Lampasas,0.157,3190,0.579,0.034,0.387,2.68,1461000,2016,21627.0,0.7553983446617654,0.03426272714662228,0.010773570074443982,0.011652101539741989,0.003976510842927822,0.06209830304711703,0.12183844268738152,Central,457.9937304075235
48281,TX,Lampasas,0.145,2960,0.546,0.038,0.415,2.7,1362000,2017,21627.0,0.7553983446617654,0.03426272714662228,0.010773570074443982,0.011652101539741989,0.003976510842927822,0.06209830304711703,0.12183844268738152,Central,460.13513513513516
48281,TX,Lampasas,0.148,3050,0.549,0.059,0.392,2.62,1351000,2018,21627.0,0.7553983446617654,0.03426272714662228,0.010773570074443982,0.011652101539741989,0.003976510842927822,0.06209830304711703,0.12183844268738152,Central,442.95081967213116
48281,TX,Lampasas,0.151,3150,0.508,0.047,0.445,2.67,1440000,2019,21627.0,0.7553983446617654,0.03426272714662228,0.010773570074443982,0.011652101539741989,0.003976510842927822,0.06209830304711703,0.12183844268738152,Central,457.14285714285717
48283,TX,La Salle,0.159,1060,0.863,0.137,0.0,2.7,492640,2010,6664.0,0.47854141656662663,0.035264105642256904,0.002551020408163265,0.0007503001200480192,0.0,0.1398559423769508,0.3430372148859544,Southwest,464.75471698113205
48283,TX,La Salle,0.161,1090,0.955,0.045,0.0,2.0,355400,2011,6664.0,0.47854141656662663,0.035264105642256904,0.002551020408163265,0.0007503001200480192,0.0,0.1398559423769508,0.3430372148859544,Southwest,326.0550458715596
48283,TX,La Salle,0.132,900,1.0,0.0,0.0,2.1246308679585306,335000,2012,6664.0,0.47854141656662663,0.035264105642256904,0.002551020408163265,0.0007503001200480192,0.0,0.1398559423769508,0.3430372148859544,Southwest,372.22222222222223
48283,TX,La Salle,0.09,620,1.0,0.0,0.0,2.18,239000,2013,6664.0,0.47854141656662663,0.035264105642256904,0.002551020408163265,0.0007503001200480192,0.0,0.1398559423769508,0.3430372148859544,Southwest,385.48387096774195
48283,TX,La Salle,0.069,480,1.0,0.0,0.0,2.23,189000,2014,6664.0,0.47854141656662663,0.035264105642256904,0.002551020408163265,0.0007503001200480192,0.0,0.1398559423769508,0.3430372148859544,Southwest,393.75
48283,TX,La Salle,0.043,310,1.0,0.0,0.0,2.27,126000,2015,6664.0,0.47854141656662663,0.035264105642256904,0.002551020408163265,0.0007503001200480192,0.0,0.1398559423769508,0.3430372148859544,Southwest,406.4516129032258
48283,TX,La Salle,0.049,360,1.0,0.0,0.0,2.45,151000,2016,6664.0,0.47854141656662663,0.035264105642256904,0.002551020408163265,0.0007503001200480192,0.0,0.1398559423769508,0.3430372148859544,Southwest,419.44444444444446
48283,TX,La Salle,0.05,370,1.0,0.0,0.0,2.49,157000,2017,6664.0,0.47854141656662663,0.035264105642256904,0.002551020408163265,0.0007503001200480192,0.0,0.1398559423769508,0.3430372148859544,Southwest,424.3243243243243
48283,TX,La Salle,0.12,890,0.775,0.111,0.113,2.49,375000,2018,6664.0,0.47854141656662663,0.035264105642256904,0.002551020408163265,0.0007503001200480192,0.0,0.1398559423769508,0.3430372148859544,Southwest,421.34831460674155
48283,TX,La Salle,0.139,1030,0.704,0.151,0.145,2.56,451000,2019,6664.0,0.47854141656662663,0.035264105642256904,0.002551020408163265,0.0007503001200480192,0.0,0.1398559423769508,0.3430372148859544,Southwest,437.86407766990294
48285,TX,Lavaca,0.16,3070,0.569,0.078,0.353,2.06,1088580,2010,20337.0,0.7779416826473915,0.06131681172247627,0.005458032158135419,0.0036386881054236123,0.00024585730442051434,0.05718640900821163,0.0942125190539411,Southwest,354.58631921824104
48285,TX,Lavaca,0.136,2620,0.579,0.111,0.311,2.12,905520,2011,20337.0,0.7779416826473915,0.06131681172247627,0.005458032158135419,0.0036386881054236123,0.00024585730442051434,0.05718640900821163,0.0942125190539411,Southwest,345.618320610687
48285,TX,Lavaca,0.143,2760,0.612,0.084,0.304,2.2697167565558893,1097000,2012,20337.0,0.7779416826473915,0.06131681172247627,0.005458032158135419,0.0036386881054236123,0.00024585730442051434,0.05718640900821163,0.0942125190539411,Southwest,397.463768115942
48285,TX,Lavaca,0.158,3050,0.602,0.081,0.317,2.34,1262000,2013,20337.0,0.7779416826473915,0.06131681172247627,0.005458032158135419,0.0036386881054236123,0.00024585730442051434,0.05718640900821163,0.0942125190539411,Southwest,413.7704918032787
48285,TX,Lavaca,0.158,3070,0.576,0.067,0.357,2.43,1316000,2014,20337.0,0.7779416826473915,0.06131681172247627,0.005458032158135419,0.0036386881054236123,0.00024585730442051434,0.05718640900821163,0.0942125190539411,Southwest,428.6644951140065
48285,TX,Lavaca,0.153,2990,0.568,0.089,0.343,2.57,1377000,2015,20337.0,0.7779416826473915,0.06131681172247627,0.005458032158135419,0.0036386881054236123,0.00024585730442051434,0.05718640900821163,0.0942125190539411,Southwest,460.53511705685617
48285,TX,Lavaca,0.152,2990,0.571,0.053,0.375,2.69,1377000,2016,20337.0,0.7779416826473915,0.06131681172247627,0.005458032158135419,0.0036386881054236123,0.00024585730442051434,0.05718640900821163,0.0942125190539411,Southwest,460.53511705685617
48285,TX,Lavaca,0.147,2920,0.52,0.063,0.417,2.68,1338000,2017,20337.0,0.7779416826473915,0.06131681172247627,0.005458032158135419,0.0036386881054236123,0.00024585730442051434,0.05718640900821163,0.0942125190539411,Southwest,458.2191780821918
48285,TX,Lavaca,0.145,2900,0.526,0.077,0.396,2.62,1287000,2018,20337.0,0.7779416826473915,0.06131681172247627,0.005458032158135419,0.0036386881054236123,0.00024585730442051434,0.05718640900821163,0.0942125190539411,Southwest,443.7931034482759
48285,TX,Lavaca,0.139,2790,0.51,0.059,0.431,2.65,1264000,2019,20337.0,0.7779416826473915,0.06131681172247627,0.005458032158135419,0.0036386881054236123,0.00024585730442051434,0.05718640900821163,0.0942125190539411,Southwest,453.04659498207883
48287,TX,Lee,0.161,2660,0.48,0.078,0.442,2.4,1098880,2010,17478.0,0.6719304268222909,0.09675020025174505,0.005664263645726055,0.0034901018423160544,0.00011442956860052638,0.09440439409543426,0.12764618377388717,Central,413.1127819548872
48287,TX,Lee,0.147,2440,0.512,0.105,0.383,2.5,994470,2011,17478.0,0.6719304268222909,0.09675020025174505,0.005664263645726055,0.0034901018423160544,0.00011442956860052638,0.09440439409543426,0.12764618377388717,Central,407.5696721311475
48287,TX,Lee,0.156,2580,0.512,0.087,0.401,2.6332885635209546,1190000,2012,17478.0,0.6719304268222909,0.09675020025174505,0.005664263645726055,0.0034901018423160544,0.00011442956860052638,0.09440439409543426,0.12764618377388717,Central,461.2403100775194
48287,TX,Lee,0.162,2690,0.531,0.095,0.374,2.68,1277000,2013,17478.0,0.6719304268222909,0.09675020025174505,0.005664263645726055,0.0034901018423160544,0.00011442956860052638,0.09440439409543426,0.12764618377388717,Central,474.7211895910781
48287,TX,Lee,0.164,2730,0.573,0.077,0.35,2.74,1322000,2014,17478.0,0.6719304268222909,0.09675020025174505,0.005664263645726055,0.0034901018423160544,0.00011442956860052638,0.09440439409543426,0.12764618377388717,Central,484.24908424908426
48287,TX,Lee,0.161,2690,0.566,0.122,0.312,2.91,1405000,2015,17478.0,0.6719304268222909,0.09675020025174505,0.005664263645726055,0.0034901018423160544,0.00011442956860052638,0.09440439409543426,0.12764618377388717,Central,522.3048327137546
48287,TX,Lee,0.157,2630,0.582,0.072,0.346,3.12,1400000,2016,17478.0,0.6719304268222909,0.09675020025174505,0.005664263645726055,0.0034901018423160544,0.00011442956860052638,0.09440439409543426,0.12764618377388717,Central,532.319391634981
48287,TX,Lee,0.148,2490,0.608,0.074,0.318,3.16,1342000,2017,17478.0,0.6719304268222909,0.09675020025174505,0.005664263645726055,0.0034901018423160544,0.00011442956860052638,0.09440439409543426,0.12764618377388717,Central,538.9558232931727
48287,TX,Lee,0.141,2390,0.622,0.06,0.317,3.17,1284000,2018,17478.0,0.6719304268222909,0.09675020025174505,0.005664263645726055,0.0034901018423160544,0.00011442956860052638,0.09440439409543426,0.12764618377388717,Central,537.2384937238494
48287,TX,Lee,0.127,2170,0.591,0.061,0.348,3.22,1196000,2019,17478.0,0.6719304268222909,0.09675020025174505,0.005664263645726055,0.0034901018423160544,0.00011442956860052638,0.09440439409543426,0.12764618377388717,Central,551.1520737327189
48289,TX,Leon,0.186,3100,0.659,0.06,0.281,2.6,1387360,2010,15719.0,0.7882816973089891,0.06011832813792226,0.006807048794452574,0.007061517908263885,0.0003817036707169667,0.0634264266174693,0.07392327756218589,Central,447.53548387096777
48289,TX,Leon,0.159,2660,0.663,0.127,0.209,2.4,1040770,2011,15719.0,0.7882816973089891,0.06011832813792226,0.006807048794452574,0.007061517908263885,0.0003817036707169667,0.0634264266174693,0.07392327756218589,Central,391.26691729323306
48289,TX,Leon,0.167,2820,0.661,0.114,0.224,2.5221671538685086,1246000,2012,15719.0,0.7882816973089891,0.06011832813792226,0.006807048794452574,0.007061517908263885,0.0003817036707169667,0.0634264266174693,0.07392327756218589,Central,441.84397163120565
48289,TX,Leon,0.182,3070,0.673,0.09,0.237,2.55,1387000,2013,15719.0,0.7882816973089891,0.06011832813792226,0.006807048794452574,0.007061517908263885,0.0003817036707169667,0.0634264266174693,0.07392327756218589,Central,451.79153094462544
48289,TX,Leon,0.169,2830,0.62,0.085,0.295,2.66,1329000,2014,15719.0,0.7882816973089891,0.06011832813792226,0.006807048794452574,0.007061517908263885,0.0003817036707169667,0.0634264266174693,0.07392327756218589,Central,469.6113074204947
48289,TX,Leon,0.174,2930,0.595,0.092,0.313,2.75,1446000,2015,15719.0,0.7882816973089891,0.06011832813792226,0.006807048794452574,0.007061517908263885,0.0003817036707169667,0.0634264266174693,0.07392327756218589,Central,493.51535836177476
48289,TX,Leon,0.182,3080,0.667,0.04,0.293,2.85,1501000,2016,15719.0,0.7882816973089891,0.06011832813792226,0.006807048794452574,0.007061517908263885,0.0003817036707169667,0.0634264266174693,0.07392327756218589,Central,487.3376623376623
48289,TX,Leon,0.18,3050,0.636,0.042,0.321,2.86,1488000,2017,15719.0,0.7882816973089891,0.06011832813792226,0.006807048794452574,0.007061517908263885,0.0003817036707169667,0.0634264266174693,0.07392327756218589,Central,487.8688524590164
48289,TX,Leon,0.171,2920,0.674,0.065,0.261,2.75,1357000,2018,15719.0,0.7882816973089891,0.06011832813792226,0.006807048794452574,0.007061517908263885,0.0003817036707169667,0.0634264266174693,0.07392327756218589,Central,464.7260273972603
48289,TX,Leon,0.178,3070,0.669,0.058,0.273,2.8,1472000,2019,15719.0,0.7882816973089891,0.06011832813792226,0.006807048794452574,0.007061517908263885,0.0003817036707169667,0.0634264266174693,0.07392327756218589,Central,479.4788273615635
48291,TX,Liberty,0.204,15320,0.526,0.071,0.403,2.27,5986050,2010,91628.0,0.6096062339023006,0.07826210328720479,0.012005063954249792,0.005445933557427861,0.0001855328065656786,0.18211682018596936,0.11237831230628192,Southeast,390.73433420365535
48291,TX,Liberty,0.184,13850,0.539,0.106,0.355,2.32,5238400,2011,91628.0,0.6096062339023006,0.07826210328720479,0.012005063954249792,0.005445933557427861,0.0001855328065656786,0.18211682018596936,0.11237831230628192,Southeast,378.2238267148014
48291,TX,Liberty,0.182,13760,0.57,0.091,0.338,2.4214697919080654,5835000,2012,91628.0,0.6096062339023006,0.07826210328720479,0.012005063954249792,0.005445933557427861,0.0001855328065656786,0.18211682018596936,0.11237831230628192,Southeast,424.05523255813955
48291,TX,Liberty,0.195,14810,0.617,0.071,0.313,2.51,6584000,2013,91628.0,0.6096062339023006,0.07826210328720479,0.012005063954249792,0.005445933557427861,0.0001855328065656786,0.18211682018596936,0.11237831230628192,Southeast,444.5644834571236
48291,TX,Liberty,0.188,14430,0.639,0.055,0.306,2.61,6652000,2014,91628.0,0.6096062339023006,0.07826210328720479,0.012005063954249792,0.005445933557427861,0.0001855328065656786,0.18211682018596936,0.11237831230628192,Southeast,460.984060984061
48291,TX,Liberty,0.19,14690,0.642,0.064,0.294,2.64,6953000,2015,91628.0,0.6096062339023006,0.07826210328720479,0.012005063954249792,0.005445933557427861,0.0001855328065656786,0.18211682018596936,0.11237831230628192,Southeast,473.3151803948264
48291,TX,Liberty,0.187,14670,0.616,0.035,0.349,2.75,6887000,2016,91628.0,0.6096062339023006,0.07826210328720479,0.012005063954249792,0.005445933557427861,0.0001855328065656786,0.18211682018596936,0.11237831230628192,Southeast,469.4614860259032
48291,TX,Liberty,0.178,14210,0.618,0.039,0.343,2.93,7102000,2017,91628.0,0.6096062339023006,0.07826210328720479,0.012005063954249792,0.005445933557427861,0.0001855328065656786,0.18211682018596936,0.11237831230628192,Southeast,499.78888106966923
48291,TX,Liberty,0.167,13680,0.622,0.058,0.321,2.81,6497000,2018,91628.0,0.6096062339023006,0.07826210328720479,0.012005063954249792,0.005445933557427861,0.0001855328065656786,0.18211682018596936,0.11237831230628192,Southeast,474.9269005847953
48291,TX,Liberty,0.157,13160,0.601,0.031,0.368,2.84,6396000,2019,91628.0,0.6096062339023006,0.07826210328720479,0.012005063954249792,0.005445933557427861,0.0001855328065656786,0.18211682018596936,0.11237831230628192,Southeast,486.0182370820669
48293,TX,Limestone,0.193,4480,0.543,0.051,0.407,2.22,1711930,2010,22146.0,0.6329811252596406,0.16824708751015985,0.006637767542671363,0.007315090761311298,0.000812787862367922,0.10629459044522713,0.07771155061862187,Central,382.12723214285717
48293,TX,Limestone,0.176,4110,0.579,0.117,0.305,2.25,1507600,2011,22146.0,0.6329811252596406,0.16824708751015985,0.006637767542671363,0.007315090761311298,0.000812787862367922,0.10629459044522713,0.07771155061862187,Central,366.8126520681265
48293,TX,Limestone,0.182,4240,0.6,0.097,0.303,2.336272438292237,1735000,2012,22146.0,0.6329811252596406,0.16824708751015985,0.006637767542671363,0.007315090761311298,0.000812787862367922,0.10629459044522713,0.07771155061862187,Central,409.1981132075472
48293,TX,Limestone,0.199,4670,0.657,0.085,0.259,2.39,1973000,2013,22146.0,0.6329811252596406,0.16824708751015985,0.006637767542671363,0.007315090761311298,0.000812787862367922,0.10629459044522713,0.07771155061862187,Central,422.48394004282653
48293,TX,Limestone,0.202,4750,0.673,0.056,0.271,2.53,2120000,2014,22146.0,0.6329811252596406,0.16824708751015985,0.006637767542671363,0.007315090761311298,0.000812787862367922,0.10629459044522713,0.07771155061862187,Central,446.3157894736842
48293,TX,Limestone,0.204,4780,0.7,0.083,0.217,2.59,2224000,2015,22146.0,0.6329811252596406,0.16824708751015985,0.006637767542671363,0.007315090761311298,0.000812787862367922,0.10629459044522713,0.07771155061862187,Central,465.27196652719664
48293,TX,Limestone,0.202,4740,0.707,0.028,0.265,2.73,2210000,2016,22146.0,0.6329811252596406,0.16824708751015985,0.006637767542671363,0.007315090761311298,0.000812787862367922,0.10629459044522713,0.07771155061862187,Central,466.2447257383966
48293,TX,Limestone,0.192,4500,0.713,0.03,0.257,2.76,2116000,2017,22146.0,0.6329811252596406,0.16824708751015985,0.006637767542671363,0.007315090761311298,0.000812787862367922,0.10629459044522713,0.07771155061862187,Central,470.22222222222223
48293,TX,Limestone,0.177,4170,0.783,0.053,0.165,2.83,1995000,2018,22146.0,0.6329811252596406,0.16824708751015985,0.006637767542671363,0.007315090761311298,0.000812787862367922,0.10629459044522713,0.07771155061862187,Central,478.41726618705036
48293,TX,Limestone,0.166,3880,0.73,0.036,0.234,2.87,1906000,2019,22146.0,0.6329811252596406,0.16824708751015985,0.006637767542671363,0.007315090761311298,0.000812787862367922,0.10629459044522713,0.07771155061862187,Central,491.2371134020619
48295,TX,Lipscomb,0.146,470,0.508,0.082,0.41,2.35,190120,2010,3059.0,0.6436744033998039,0.0013076168682576005,0.012095456031382805,0.0006538084341288003,0.00032690421706440013,0.18339326577312848,0.15854854527623408,Panhandle,404.51063829787233
48295,TX,Lipscomb,0.135,440,0.535,0.054,0.411,2.63,188660,2011,3059.0,0.6436744033998039,0.0013076168682576005,0.012095456031382805,0.0006538084341288003,0.00032690421706440013,0.18339326577312848,0.15854854527623408,Panhandle,428.77272727272725
48295,TX,Lipscomb,0.135,450,0.517,0.076,0.407,2.742892881018896,216000,2012,3059.0,0.6436744033998039,0.0013076168682576005,0.012095456031382805,0.0006538084341288003,0.00032690421706440013,0.18339326577312848,0.15854854527623408,Panhandle,480.0
48295,TX,Lipscomb,0.142,480,0.503,0.075,0.421,2.76,234000,2013,3059.0,0.6436744033998039,0.0013076168682576005,0.012095456031382805,0.0006538084341288003,0.00032690421706440013,0.18339326577312848,0.15854854527623408,Panhandle,487.5
48295,TX,Lipscomb,0.134,460,0.51,0.062,0.428,2.93,238000,2014,3059.0,0.6436744033998039,0.0013076168682576005,0.012095456031382805,0.0006538084341288003,0.00032690421706440013,0.18339326577312848,0.15854854527623408,Panhandle,517.3913043478261
48295,TX,Lipscomb,0.125,440,0.514,0.059,0.426,2.97,234000,2015,3059.0,0.6436744033998039,0.0013076168682576005,0.012095456031382805,0.0006538084341288003,0.00032690421706440013,0.18339326577312848,0.15854854527623408,Panhandle,531.8181818181819
48295,TX,Lipscomb,0.125,440,0.537,0.038,0.424,3.05,229000,2016,3059.0,0.6436744033998039,0.0013076168682576005,0.012095456031382805,0.0006538084341288003,0.00032690421706440013,0.18339326577312848,0.15854854527623408,Panhandle,520.4545454545455
48295,TX,Lipscomb,0.12,420,0.561,0.028,0.411,3.12,224000,2017,3059.0,0.6436744033998039,0.0013076168682576005,0.012095456031382805,0.0006538084341288003,0.00032690421706440013,0.18339326577312848,0.15854854527623408,Panhandle,533.3333333333334
48295,TX,Lipscomb,0.131,460,0.571,0.071,0.358,3.15,246000,2018,3059.0,0.6436744033998039,0.0013076168682576005,0.012095456031382805,0.0006538084341288003,0.00032690421706440013,0.18339326577312848,0.15854854527623408,Panhandle,534.7826086956521
48295,TX,Lipscomb,0.138,470,0.556,0.08,0.364,3.33,268000,2019,3059.0,0.6436744033998039,0.0013076168682576005,0.012095456031382805,0.0006538084341288003,0.00032690421706440013,0.18339326577312848,0.15854854527623408,Panhandle,570.2127659574468
48297,TX,Live Oak,0.151,1740,0.567,0.066,0.367,3.08,922480,2010,11335.0,0.7427437141596824,0.018879576532862815,0.005734450816056462,0.003264225849139832,0.0002646669607410675,0.0646669607410675,0.16444640494044993,South,530.1609195402299
